Eccentricity,Semimajor Axis (m),Inclination (deg),RAAN (deg),Argument of Periapsis (deg),Mean Anomaly (deg),True Anomaly (deg),Latitude (deg),Longitude (deg),Altitude (m),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
0.0003203411821998,42164887.90734555,0.0887952572890384,99.35203539040369,58.001987298466254,146.64655708326129,146.66673269048712,0.0315079181202295,-96.9810427517148,35798034.67467768,23597259.77583045,-34957088.60045611,-27280.75668035619,2547.981632258712,1719.3272686294115,-4.329294039632478
0.0003027432992574,42165374.15273648,0.0888354720830549,99.3662268179628,54.681880811245854,-179.96385734390694,180.03612078047914,0.0391611009744078,-96.99969941238017,35800002.44464686,37936559.79670025,-18433936.83164784,-53383.98468289,1343.3497402942075,2764.587939846662,-2.752649964914201
0.0002901568193504,42166090.438113086,0.0887948215762747,99.28173769300685,51.33819913970908,-146.4536692966372,213.52796220103787,0.0363039882091361,-97.01815672600937,35798151.47503347,42065764.76098479,3050656.6086674714,-65100.971273711584,-222.82702763621452,3065.759381970253,-0.4255099450532456
0.0002909742254746,42166389.763138056,0.0888472722004533,99.10795885944331,49.52618575307648,-114.38710780812389,245.5825285562634,0.0237853712663816,-97.0315152619821,35793321.72905666,34872249.62317643,23714017.602473155,-59214.82071528106,-1729.3739351215036,2541.658157243397,2.024003706418496
0.0002999015782111,42166114.15639898,0.0890805332831121,98.93276378435884,50.70451878755957,-85.30940533153556,274.65634252950616,0.0050259836832717,-97.036702415535,35786946.82417224,18289470.24788364,37991948.9292976,-37262.46174284084,-2770.756501012083,1332.836708420632,3.933818780335766
0.0003085713135087,42165552.40760746,0.0894348477452854,98.851365698683,53.98478687702726,-58.42634967378008,301.54351894325794,-0.0148992867186806,-97.03279678290208,35780605.79859805,-3219467.735734996,42035634.828212105,-5130.741039047784,-3066.061132932929,-235.6369304457428,4.785518352609329
0.0003155133702924,42165138.70826819,0.0897406161922972,98.88454588482472,57.77095288877723,-32.16256089920388,327.81818643705265,-0.0306318388415093,-97.02091927935832,35775740.80391019,-23860239.28302237,34751080.29310923,28516.86960990637,-2535.059522374921,-1741.2129355378995,4.344149112901259
0.0003241611214664,42165204.31537624,0.0898558459785733,98.9395368658504,61.371554922106576,-5.73454442858953,354.2617424457235,-0.0379854919696371,-97.0039002517841,35773467.45208996,-38068412.94459172,18098362.232549887,54566.240906829305,-1320.4640241482125,-2777.727516919612,2.722632708857851
0.0003352904565156,42165775.67192742,0.0898293697302721,98.86635004202064,64.9440047533916,20.84904908908091,20.86272891613318,-0.0350856028418314,-96.98577913387064,35774427.22153962,-42012388.33345595,-3434174.1489942446,65910.62189592888,250.20157344224413,-3065.3709937871267,0.3531579709146487
0.0003417853753589,42166390.97599052,0.0899190479621331,98.61177387560431,68.01630713887239,48.11258570216221,48.141751261950965,-0.0228630033615264,-96.97116330697608,35778634.36032707,-34629616.511476286,-24041204.31757999,59384.08065186598,1753.1298782693802,-2526.6345073246125,-2.126563285123726
0.0003373829900148,42166390.01875166,0.0903251026776224,98.32314169636598,68.68079663066203,77.8170857157696,77.85487962450391,-0.0047519325310865,-96.96431626545898,35785255.398307025,-17913097.18514021,-38168983.014510766,36652.35264347894,2783.0685212048043,-1307.246846986577,-4.0428995367471
0.0003284015716414,42165743.19917623,0.0909025932575807,98.19880488161397,66.00488884351398,110.6986269392384,110.73382482354062,0.0143083167976783,-96.967755917252,35792504.5396651,3629602.011742168,-42014152.16928332,3806.233494127727,3062.9148190681167,263.65689839120523,-4.869456335027138
0.0003211192510114,42165181.08962502,0.091319934233643,98.24638008475296,61.95268381788516,144.7862742668897,144.80748581296734,0.0292377284395598,-96.98086082812377,35798107.85415142,24195225.600028213,-34545995.015255965,-30267.1194928275,2518.044505732036,1762.8899739160413,-4.37485445256788
0.0003127178196355,42165237.42192084,0.0914442461924829,98.3058435116959,58.095565186475866,178.66755207008754,178.66838502987687,0.0361466556514165,-96.99974728961476,35800282.68831126,38248270.99863139,-17778798.666757114,-56305.14573703195,1295.6087360867796,2787.252610736001,-2.688721264973373
0.0003063218666266,42165722.35152534,0.0914226348696736,98.24408991673114,54.38262066640198,-147.47494247608344,212.50619043286864,0.0333184428621393,-97.01876903475068,35798476.94836906,42007426.55941231,3773375.373230479,-67198.88152741553,-275.5064703899419,3061.4376334955746,-0.2653875373310558
0.0003088147101332,42166144.82626779,0.0914923836947894,98.06078029208498,51.67133707948216,-114.49869178217948,245.4691117299797,0.021630497411843,-97.0325740229338,35793410.8266483,34459696.30276907,24309775.51072219,-59926.43930049656,-1772.8227176150533,2511.526275717385,2.240583831544166
0.000318119905839,42166221.10596673,0.0917847740603233,97.8634431513932,51.26146966850206,-83.8103666829193,276.15339041781937,0.0043081916908507,-97.03763833521336,35786642.04267423,17633748.819463894,38300367.76587944,-36376.88566950972,-2793.2979457915176,1284.9866729693697,4.151015660200801
0.0003264477470003,42165962.67230422,0.0922412946389878,97.7739423064124,53.07262446281451,-55.450637209904,304.5185448846053,-0.0139407948840367,-97.03296971617726,35780022.37970652,-3941877.941472907,41973467.71873298,-2852.5935898277867,-3061.610353109033,-288.35702911868054,4.946429099100145
0.0003291533584344,42165550.10413666,0.0926632224701037,97.82963373216644,56.1202595781158,-28.47178425377449,331.5102279988205,-0.0281963695386257,-97.02009596857457,35775213.84485686,-24454658.556993183,34334729.68085096,31616.73475562377,-2504.770647515208,-1784.6011811254234,4.406331313906213
0.0003276140244562,42165262.87908275,0.0928697655432127,97.93897962227716,59.60386518998301,-1.981675299094385,358.01702597900487,-0.0346635403586409,-97.0024773061777,35773320.222430885,-38374391.83285648,17439841.383627184,57699.98844158212,-1272.4827190328344,-2800.046892748301,2.669637204108673
0.0003264620890533,42165391.50434256,0.092882861735418,97.935475606388,63.3843670973767,24.32468627211586,24.34010136251749,-0.0317082565949436,-96.98453363773632,35774711.883200094,-41947288.8912934,-4157278.0583313294,68280.56328759211,302.90980348853805,-3060.577077730606,0.1986307435712247
0.0003262143829356,42165933.10889647,0.0929747614632577,97.7300157926611,67.3951194331955,50.60193655761189,50.63083071058801,-0.0202927145721243,-96.9706450653069,35779068.347982585,-34211077.63559479,-24633888.912085515,60387.12398042683,1796.3321185415066,-2496.044657459724,-2.3436535821860374
0.0003219862160441,42166377.44019418,0.0934228239624912,97.44574847751254,70.130629725349,78.2318545107622,78.26797883761814,-0.0036723025238145,-96.96439201430692,35785475.57839117,-17254028.194542576,-38471644.608856566,36025.061351197364,2805.144505266677,-1259.1368394051867,-4.269273890983388
0.0003146977613997,42166213.037300885,0.0941429440139522,97.31495040476123,69.46293408363626,109.11110702496433,109.14517681783786,0.0135604320475192,-96.96782694828698,35792424.251727074,4351703.547619086,-41945427.75542615,1683.1143087834475,3057.9462302864104,316.3329515476264,-5.049814581806053
0.0003116599888785,42165645.4157704,0.0947435627014268,97.39662633023364,65.89854642588539,142.67565519891244,142.69730259083514,0.0267746609237094,-96.98054862246444,35797960.1320577,24785979.17442698,-34124438.3252438,-33380.40463856234,2487.36708693858,1805.963368461394,-4.463306457860108
0.0003126984165655,42165287.20587486,0.0949877585230394,97.5250168245156,61.74588523684808,176.78300493647015,176.78501499362395,0.0325354330272118,-96.99923819084997,35800314.466826335,38548608.08054686,-17117915.33940014,-59640.965981091686,1247.4761209716517,2809.124332154723,-2.660208525773478
0.0003152188144753,42165393.00515687,0.0950016322046175,97.52505948568452,57.899314073871615,-149.28715200765643,210.69440574315863,0.0294591920233982,-97.0185062817408,35798684.157461524,41936484.93634603,4495618.531352229,-69911.92377598405,-328.1263680567638,3056.2183564371085,-0.1242596835060751
0.0003219380217461,42165778.02143134,0.0950739934589409,97.3718625040476,54.69324957245936,-115.84523407836284,244.12157043187216,0.018525610815079,-97.0327367835955,35793562.370367445,34036625.51613318,24898927.522208497,-61313.25235679329,-1815.762083995589,2480.6292509220466,2.4599409782851773
0.0003335529993301,42166148.68111579,0.0953910368586575,97.1793781957304,52.96308016065174,-83.8408136179512,276.1211829596696,0.002790078287714,-97.03791586903549,35786507.306560695,16972452.019370038,38597821.196665406,-36066.812251229,-2815.007464252583,1236.7211712235735,4.392604476427295
0.0003444027494566,42166273.597531736,0.095914809173769,97.09163899578442,53.216352347300415,-53.9251697734844,306.04292408388955,-0.0134403462231183,-97.03278045016674,35779588.6065262,-4663384.780228023,41899005.59411119,-912.3499194695082,-3056.235237201747,-341.02221120951185,5.147571666319981
0.000346788080123,42166029.83494057,0.0964326003503054,97.16831409918936,55.114655816625415,-25.818884085935743,334.16380172429416,-0.0257680318529659,-97.01905968167264,35774730.82972116,-25041967.134480685,33908154.536865234,34696.4829072803,-2473.7223267981417,-1827.484202742973,4.514710619612888
0.0003382028005229,42165527.22237624,0.0967287385250455,97.33251484196064,57.83092402803348,1.382805278491181,1.3837409203516466,-0.0308999709856196,-97.00078310808593,35773133.88498311,-38669023.561921306,16775950.527569108,61133.954731063845,-1224.1105293842063,-2821.554752022188,2.6576353296799518
0.0003247335711943,42165182.5057235,0.0967832906192543,97.4168415684316,60.93273229076495,28.27999063058053,28.29762713206466,-0.0275488990755977,-96.98289288910254,35774988.35049563,-41869701.52447479,-4879446.842316317,71198.05700746526,355.53614636849835,-3054.8829086410046,0.0705818325259003
0.0003136846150351,42165421.6811721,0.096850254855446,97.30235149748763,64.84164898385393,54.569152258272354,54.59844796625239,-0.0167809067842227,-96.96977952143524,35779619.68895141,-33782335.47311849,-25219563.982784376,62059.57220117444,1838.994974057056,-2464.707386648221,-2.5537952109501143
0.0003045207262377,42166108.44392655,0.0972636385149032,97.06712593457269,69.08314949342082,80.64523772038258,80.67967127157894,-0.00169698346665,-96.96441889919458,35785888.07426277,-16589888.196146822,-38763118.04919949,36044.48162289268,2826.3686678871554,-1210.6419990284796,-4.50866401871456
0.000279664982116,42166517.37915868,0.0980418708335266,96.9466128624478,71.58391469143272,108.34765295265665,108.37806769685804,0.0134733435714581,-96.9679084264861,35792095.4171441,5072478.765956341,-41864047.35788352,47.8803048378129,3052.0756390795264,368.98434018282086,-5.2606004324241376
0.0002775574764404,42166209.83352256,0.0987948516750902,97.05931280518884,69.32773217125471,140.57183064781995,140.5920253925187,0.0245911541120104,-96.97956846721016,35797114.21751172,25369363.087544262,-33691926.565984786,-36273.04057491567,2455.944388168887,1848.6049708864484,-4.59441490105245
0.0002862228609815,42165561.96608881,0.0991730825652616,97.26519917711616,65.09861512632955,174.67710189437597,174.6801434998618,0.0287466182022004,-96.9968129790567,35799441.70492896,38837243.98144991,-16450308.369385708,-63082.7635469556,1198.9050018304606,2830.2748257705184,-2.6780498192379056
0.0002992738810695,42165191.29916523,0.0992318218995475,97.35533145146948,61.20569708861473,-151.43677096732046,208.54683736238496,0.0249889911158556,-97.01503655602976,35798138.2555095,41852086.14653143,5218787.565469518,-73045.30177884635,-380.7831483982397,3050.137896781757,-0.0222314945857598
0.0003126600544128,42165351.50567623,0.0992858709026324,97.26655617669216,57.80749048219412,-117.8662261755506,242.10210599963668,0.0145078882836339,-97.02888430667046,35793379.774575934,33601429.61222543,25482871.549998373,-63344.56529109959,-1858.2941885709,2448.9265712478377,2.657551316561241
0.0003280592203832,42165891.47739516,0.0995815821885995,97.10342928035476,55.060690070263526,-84.87360011840201,275.0889560660117,0.0002700648957173,-97.03409901920476,35786522.96425833,16303417.564914558,38885161.63172708,-36475.74516366595,-2835.927587863962,1187.9369162990488,4.635771833923828
0.0003434715346087,42166415.81912588,0.1001200778262212,97.02441352202584,53.847347262599136,-53.49986147285961,306.4684915505307,-0.0137904699715542,-97.02905965690027,35779667.21088988,-5386140.515497082,41812318.11275201,406.08502519233934,-3049.891382467914,-393.7343984450106,5.373599424694592
0.0003494473631077,42166487.71092558,0.1006928208768485,97.11344152771004,54.523589253719486,-24.184565251463447,335.7990232067986,-0.0238345105274719,-97.01539280401818,35774909.89189396,-25623776.623062894,33470883.3868872,37400.96046748335,-2441.8186985799584,-1869.9045523394493,4.665223781664569
0.000338535152534,42165952.71644415,0.1010580971905327,97.31780086603584,56.26306452113685,3.952668495679368,3.955343737218071,-0.0271604153850696,-96.99736980568686,35773575.04160304,-38953233.92290349,16106155.058446044,64527.63012392274,-1175.2620495437252,-2842.2304929100032,2.69457628918239
0.0003158256077341,42165204.26864425,0.1011475069920177,97.48281589463014,58.1665649757034,31.966892198373092,31.986059160099213,-0.022944295775976,-96.9802711923562,35775771.04519484,-41780087.147892445,-5600959.141883994,74416.39510965797,408.1230937704028,-3048.246186025568,-0.0135543536408076
0.0002934614633158,42164985.51089373,0.1011698584646381,97.47205424632786,60.89674616133617,59.331617893487646,59.36054806495716,-0.0124657516329888,-96.96849773100908,35780539.71618886,-33343670.64914392,-25798246.364195023,64300.45660797483,1881.1305350018597,-2432.5956322291318,-2.7348196718241766
0.0002755791498747,42165643.00096597,0.101479524461651,97.31293663426892,65.55322543809112,84.9179103436522,84.94936620295655,0.0012557425954414,-96.96445527070966,35786479.846950784,-15920898.79593464,-39043290.63049932,36771.20168089864,2846.748677370241,-1161.7504154568849,-4.739102299985617
0.0002607219680757,42166560.26178671,0.1022069030261404,97.21404501795423,69.97169063592104,110.67980164289337,110.70774997434934,0.0143271621360576,-96.96863490061692,35792308.15953444,5791347.705035573,-41770883.82838545,-892.0398207228518,3045.259079927598,421.454782470586,-5.483689558870074
0.0002552755304196,42166750.75573118,0.1030333610827297,97.34246317435522,70.22585748275208,140.3771234652054,140.39577407352803,0.0231107055333413,-96.98016026739631,35796906.04838753,25944682.84273752,-33250657.070846684,-38631.42983310171,2423.80367494164,1890.6062414706491,-4.7574172811862
0.0002677613332931,42166049.7152854,0.1035277520916403,97.61205016362533,66.96281836753677,173.45123506549493,173.4547332834164,0.0252613261230874,-96.99678561377888,35799129.5279897,39114178.97719149,-15779683.83341486,-66275.79548324445,1150.0679131216802,2850.5124954032617,-2.7420207414396813
0.0002910358673604,42165202.82782028,0.1036331645518772,97.79933993883516,63.69971522672443,-153.39020024642628,206.5948666315769,0.0203394302300585,-97.01459855237296,35798038.29774229,41755973.1743685,5938236.053558557,-76284.68272089328,-433.17910763019984,3043.146436980597,0.0293094243726861
0.0003129113009097,42164960.74599538,0.1036504203819491,97.79579358374907,60.87241134401406,-120.47521892972468,239.49388390119813,0.0098556619779357,-97.02856688125394,35793518.30168234,33158075.78823635,26057363.413175683,-65824.05304383133,-1900.1261618596589,2416.582020080789,2.8126509410799807
0.0003330148856249,42165487.5663438,0.103878841780537,97.68019525424442,57.80438940395351,-87.2078495671537,272.7540342714265,-0.0031975878505842,-97.03417395456393,35786671.21744935,15632228.462273449,39159967.73955311,-37575.91159291389,-2855.923321475712,1138.9566571160024,4.855456648557642
0.0003538030390461,42166348.92436132,0.1043719542091143,97.61428760159232,55.42686862553965,-54.68243099928735,305.2844791907673,-0.0151774183972622,-97.02929393960764,35779590.89147253,-6104392.716455665,41713432.00336704,953.424596879856,-3042.666237918386,-446.1649043691047,5.601451457697227
0.0003663753068972,42166829.98678733,0.1049445273151242,97.70325910921932,54.87940917916931,-24.143705657615303,335.83911478538937,-0.022778601890763,-97.0152803332385,35774596.48318491,-26195598.53625316,33024869.44219748,39439.49163032306,-2409.3032107259587,-1911.67342645356,4.842473696149044
0.0003582438749918,42166454.82327873,0.1053438991297783,97.92295685131612,55.55122262124823,5.044790033120105,5.0484015058639615,-0.0239314866465752,-96.99661492029632,35773270.51090803,-39224433.99936944,15433093.453361863,67518.33734220889,-1126.1981138194028,-2862.069465382804,2.776211393207236
0.0003313231848967,42165456.1413579,0.1054571851809023,98.14155143382204,56.02695174217284,34.43221053148123,34.45368548654407,-0.0183695231095733,-96.9791406669159,35775797.9029899,-41677457.18585642,-6319633.751625022,77584.70928188435,460.4967214310904,-3040.782211326543,-0.0464238165932001
0.0003006447408464,42164736.790191546,0.1054321487024391,98.2198816765794,56.61587795329427,63.84904402375881,63.879973915471815,-0.0077048867460136,-96.9677316151236,35781015.804249026,-32894984.25246816,-26368725.939409483,66846.85246470223,1922.658981449099,-2399.851241137232,-2.870240484382282
0.0002738817837741,42165104.40085272,0.1056023370861566,98.1424031499599,59.682284237648034,90.9448174775332,90.97619757237123,0.0050166895059596,-96.96471733791212,35787160.98709949,-15247365.826968491,-39311941.43592753,38081.54283752628,2866.241952879386,-1112.5965207620563,-4.939105609392312
0.0002494976805656,42166314.4692744,0.1061816372856441,98.07080271667056,65.02954461525479,115.75173901159528,115.7774864031976,0.0161703159429808,-96.9699045424959,35792750.42443282,6508154.386053655,-41665665.37686073,-1100.7596747222055,3037.5191931941567,473.7598622300313,-5.696705707787443
0.0002353032559031,42167120.22828312,0.1069714682875582,98.19341211030316,68.07755404046517,142.66085516282877,142.67720571923542,0.0225922940238623,-96.98170014179148,35796872.71666998,26511897.18527422,-32800139.18667816,-40265.28895968331,2390.949147451758,1932.013058958612,-4.932416306095571
0.0002454267993716,42166666.51832676,0.1075266425819714,98.49087377839868,66.8104023437714,173.70980834996138,173.71288877533988,0.0225048855578953,-96.997839868535,35798816.07930796,39379249.44714997,-15105142.68534248,-68907.26501917881,1100.9232903108737,2869.8996161731693,-2.838695414006648
0.0002756599780441,42165477.2335282,0.107671332993719,98.75525236815574,64.8771485307171,-154.5397589977512,205.4466658971329,0.0160168520236279,-97.0150719946329,35797835.34765131,41647498.10408489,6655243.300799701,-79256.58756568705,-485.404370083478,3035.2791384120487,0.0333303938730694
0.000306491494976,42164718.78081659,0.1076451976208743,98.83787971556896,63.299373091685325,-122.9604769939632,237.01006072781604,0.0050422656083005,-97.02896144344898,35793615.53052985,32705199.437628828,26623710.533138648,-68400.83979331735,-1941.3572471945888,2383.56491520494,2.916029190299908
0.000331929378956,42165020.41523428,0.1077747517481187,98.77922658518094,60.64487892432571,-90.16264888996032,269.7993150058711,-0.0072862626031569,-97.03499142836864,35786927.791825734,14956958.174634667,39423096.78881268,-39123.035564957725,-2875.042422527992,1089.692538594492,5.031822454589394
0.0003577747540089,42166078.26651461,0.1081689255856778,98.72954149597987,57.57142942569126,-56.95660766963923,303.00901708228986,-0.017502695540063,-97.0305594375622,35779719.080853015,-6820122.284605865,41602533.102433,806.2881631962473,-3034.5274681576943,-498.4009425141708,5.805344113678027
0.0003782418455822,42166982.99402815,0.1086822789782244,98.80700145131118,56.01000796783835,-25.39228466252548,334.5891211944618,-0.0227560491200094,-97.01655012547415,35774438.60479695,-26758972.9046254,32569853.27533362,40700.70353020979,-2376.095302067962,-1952.8214815012293,5.021137195626504
0.0003769411111879,42166926.11732234,0.1090714855018658,99.014597828466,55.84902488288039,4.640303073684832,4.643799134513624,-0.0215865803654724,-96.99739159931434,35772946.810129486,-39483594.12522076,14756516.674571728,69833.3822011972,-1076.8500617105733,-2881.04287492602,2.8839835192673378
0.0003510358604861,42165879.268748514,0.1091944204649701,99.24941174429534,55.28954147524608,35.04553633322626,35.06864335459346,-0.0143265230861789,-96.97935125295064,35775625.863320425,-41562435.14317626,-7035428.5344512025,80335.11393755609,512.6847618657879,-3032.4478672165765,-0.0354596310410757
0.0003165843716954,42164736.39135778,0.1091359431156444,99.3836327258743,53.91204087199343,66.37227860279802,66.40552055477576,-0.0030121763667432,-96.96789024825384,35781252.8837813,-32436789.398791343,-26930726.75074762,69322.02200039731,1963.589921773883,-2366.4554164651167,-2.955230278874133
0.0002846436526442,42164641.14052609,0.1091741265818206,99.37483331187458,54.41776761714006,95.96059383003198,95.99303404336688,0.0091725507415478,-96.96558638586274,35787753.85065432,-14569689.893006667,-39568736.5693668,39672.52036451434,2884.873478923397,-1063.178121086087,-5.093570969549044
0.0002517695013859,42165847.04860115,0.109554570139272,99.33131725110157,58.58927503033566,121.9164351117595,121.94092005614368,0.01877355973313,-96.97184403181475,35793324.50191375,7222592.813028686,-41548361.18927798,-746.1619907481563,3028.874073792255,525.8601286122414,-5.877877119705784
0.0002250567825258,42167201.0004179,0.1102014666759292,99.42983079009554,63.14798731867413,147.33947251054175,147.35338684625412,0.0230381658816854,-96.98428435312316,35797054.105445325,27070839.38190247,-32340604.577957574,-41172.580793525085,2357.400894800188,1972.7920550918132,-5.0945871647524426
0.0002255220175193,42167258.814559,0.1107341543964211,99.70843884304418,64.34436052822215,175.94275037627486,175.94457833149212,0.0207211851978943,-97.0002444816698,35798607.64078362,39632448.01586742,-14427121.688189132,-70797.75646612447,1051.4961103195749,2888.414341253801,-2.9444807940011613
0.0002562965481618,42165986.00852086,0.1108975571277165,100.00451780449217,64.48075384311772,-154.40972539054664,205.5775926616677,0.0124688881487626,-97.01689275504984,35797596.41967453,41526850.93400347,7369292.848804009,-81632.1987494391,-537.430255269413,3026.5370829709345,0.0067171709176303
0.0002941234602312,42164716.252348736,0.1108365154335928,100.15101426757737,64.85846525238848,-124.8504657422853,235.12188095464816,0.0006275092377852,-97.03053344462695,35793668.454928175,32243176.436675936,27181496.559020743,-70664.08861856518,-1981.966530662355,2349.9007877702447,2.972861925193901
0.000324842731637,42164608.3069156,0.1108634914678493,100.14630289152625,63.39897348560413,-93.30103042949553,266.66180797009366,-0.0114524928382894,-97.03694630137656,35787264.43493392,14278076.173251651,39674374.10827036,-40718.60875608156,-2893.280416975106,1040.183915645733,5.156199555794316
0.0003540626312537,42165230.10977455,0.111126870270385,100.1148414726256,61.901072133613454,-61.68735675353784,298.2769167492688,-0.0203710249556076,-97.03333484839357,35780016.58429338,-7532780.54292655,41479719.51010685,254.007948298462,-3025.473401663369,-550.4050198447567,5.96428212949222
0.0003814912989354,42166482.15897622,0.1115312461884732,100.1737417017694,59.489583711533335,-29.25338347572452,330.7252449698266,-0.0236181461164409,-97.019727345452,35774311.99477172,-27313397.37671098,32106161.006802704,41292.83783000991,-2342.207553695905,-1993.325708048601,5.173001732609645
0.0003891981271869,42166833.97754692,0.1118649117597292,100.34614108931646,58.72271782017183,1.4203620291414325,1.4214680582925776,-0.0202606135900559,-97.00010352722646,35772290.7737856,-39730297.57372675,14076822.152545003,71372.8032274361,-1027.224176828548,-2899.1546494476547,2.989524765345279
0.0003683352417525,42165937.53976556,0.1119801049986163,100.55988440259736,57.732693863065165,32.27657337121333,32.29912156130755,-0.0111993935742876,-96.9808657578215,35774670.84922986,-41434528.61743952,-7748048.824364832,82384.29001555411,564.7193817493451,-3023.2630188955386,-0.0021550911875383
0.0003336407122596,42164537.84919508,0.1119098348281825,100.7094912728174,55.281944377301855,64.66063394491377,64.69519413143698,0.0010741268983345,-96.96807291707114,35780383.95919056,-31968168.248154137,-27484032.102469604,71328.21327271074,2004.008037627496,-2332.400772300908,-2.99947408432599
0.0003004290630906,42163944.04291709,0.111859269672505,100.74349310733984,53.6347767088113,96.35944485674244,96.39365822438911,0.0131578180703419,-96.9649113631855,35787213.89967479,-13886246.168168684,-39813154.76730557,41124.56016681698,2902.744052402061,-1013.4122560535886,-5.198918974683813
0.0002644907477953,42164870.29609609,0.1120498325875767,100.72422374133367,55.753859231112486,124.3449579502085,124.3699775966311,0.0216678459155058,-96.97091297185185,35793027.101931304,7936832.455884024,-41417553.91123693,-178.25049318745732,3019.3597704723857,577.9155152435528,-6.01196108605625
0.0002275415645781,42166537.45850168,0.112491016119117,100.79034776865952,60.1346250853606,149.97985333980714,149.99289523840193,0.0241719652843829,-96.98323763684432,35796708.52312084,27623492.63265251,-31869397.892295554,-41561.2231044642,2323.065749042032,2013.1114805809295,-5.220283581646152
0.0002138489129296,42167221.4887623,0.1129162912645426,101.00848986989908,62.95306974565992,177.02170775094368,177.02298064669355,0.0198876841505611,-96.99869833610347,35798089.731115974,39874629.75207595,-13742009.463382453,-71965.97057228633,1001.5749793321912,2906.140439630285,-3.0312026180132694
